,0,1,2,3,4,5,6,7,8,9,10,11,season,category,color,release_date,day,week,month,year
1460,4.0,6.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,9.0,4.0,3.0,AW17,long sleeve,black,2017-09-20,2,38,9,2017
1461,5.0,10.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,6.0,2.0,1.0,AW17,culottes,grey,2017-09-20,2,38,9,2017
1462,3.0,5.0,8.0,10.0,4.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,AW17,long sleeve,pink,2017-09-20,2,38,9,2017
1463,2.0,2.0,3.0,4.0,4.0,2.0,7.0,1.0,29.0,8.0,3.0,6.0,AW17,long coat,black,2017-09-21,3,38,9,2017
1464,3.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,AW17,long sleeve,bordeaux,2017-09-21,3,38,9,2017
1465,3.0,6.0,11.0,4.0,4.0,4.0,1.0,4.0,3.0,85.0,4.0,3.0,AW17,sleeveless,black,2017-09-21,3,38,9,2017
1466,1.0,0.0,1.0,7.0,2.0,4.0,4.0,3.0,1.0,7.0,3.0,5.0,AW17,long sleeve,pattern,2017-09-22,4,38,9,2017
1467,10.0,4.0,8.0,9.0,8.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,AW17,culottes,pattern,2017-09-22,4,38,9,2017
1468,2.0,6.0,14.0,7.0,8.0,11.0,12.0,10.0,8.0,15.0,5.0,3.0,AW17,long sleeve,pattern,2017-09-22,4,38,9,2017
1469,3.0,3.0,7.0,5.0,2.0,3.0,4.0,5.0,4.0,7.0,0.0,1.0,AW17,long sleeve,green,2017-09-22,4,38,9,2017
1470,2.0,4.0,7.0,3.0,4.0,2.0,2.0,4.0,0.0,80.0,26.0,12.0,AW17,long sleeve,mustard,2017-09-22,4,38,9,2017
1471,6.0,15.0,40.0,36.0,49.0,43.0,66.0,53.0,49.0,78.0,48.0,31.0,AW17,doll dress,pattern,2017-09-22,4,38,9,2017
1472,1.0,4.0,7.0,4.0,4.0,8.0,13.0,9.0,7.0,5.0,4.0,2.0,AW17,medium cardigan,black,2017-09-22,4,38,9,2017
1473,2.0,3.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,1.0,0.0,AW17,long sleeve,beige,2017-09-22,4,38,9,2017
1474,1.0,0.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,AW17,sleeveless,cream,2017-09-22,4,38,9,2017
1475,1.0,0.0,2.0,2.0,3.0,0.0,1.0,4.0,2.0,68.0,34.0,14.0,AW17,long sleeve,black,2017-09-22,4,38,9,2017
1476,2.0,5.0,5.0,16.0,5.0,4.0,3.0,3.0,3.0,2.0,0.0,3.0,AW17,short coat,black,2017-09-23,5,38,9,2017
1477,1.0,1.0,3.0,0.0,17.0,36.0,26.0,26.0,22.0,90.0,47.0,25.0,AW17,long sleeve,black,2017-09-23,5,38,9,2017
1478,1.0,6.0,5.0,11.0,8.0,9.0,11.0,13.0,9.0,12.0,4.0,2.0,AW17,long sleeve,pattern,2017-09-23,5,38,9,2017
1479,1.0,6.0,7.0,7.0,11.0,15.0,11.0,6.0,8.0,15.0,4.0,1.0,AW17,short coat,black,2017-09-23,5,38,9,2017
1480,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,19.0,10.0,6.0,AW17,sleeveless,brown,2017-09-23,5,38,9,2017
1481,1.0,3.0,21.0,20.0,21.0,12.0,9.0,4.0,1.0,62.0,5.0,1.0,AW17,long sleeve,black,2017-09-23,5,38,9,2017
1482,1.0,3.0,9.0,5.0,13.0,4.0,4.0,4.0,4.0,6.0,4.0,0.0,AW17,long sleeve,black,2017-09-23,5,38,9,2017
1483,1.0,4.0,8.0,12.0,10.0,16.0,15.0,10.0,7.0,8.0,3.0,0.0,AW17,long sleeve,pattern,2017-09-23,5,38,9,2017
1484,1.0,5.0,10.0,16.0,7.0,6.0,6.0,5.0,5.0,4.0,2.0,0.0,AW17,long sleeve,pink,2017-09-23,5,38,9,2017
1485,1.0,0.0,4.0,4.0,8.0,5.0,5.0,6.0,4.0,6.0,2.0,1.0,AW17,long sleeve,black,2017-09-23,5,38,9,2017
1486,1.0,8.0,8.0,10.0,9.0,6.0,61.0,14.0,6.0,5.0,2.0,2.0,AW17,culottes,jeans,2017-09-24,6,38,9,2017
1487,2.0,12.0,8.0,10.0,4.0,7.0,14.0,3.0,3.0,11.0,4.0,8.0,AW17,drop sleeve,grey,2017-09-24,6,38,9,2017
1488,1.0,4.0,1.0,1.0,25.0,30.0,33.0,27.0,26.0,79.0,23.0,13.0,AW17,long sleeve,bordeaux,2017-09-24,6,38,9,2017
1489,1.0,7.0,8.0,5.0,4.0,7.0,6.0,7.0,6.0,12.0,4.0,7.0,AW17,long sleeve,pattern,2017-09-24,6,38,9,2017
1490,1.0,3.0,3.0,2.0,2.0,2.0,4.0,6.0,1.0,5.0,2.0,2.0,AW17,short coat,mud,2017-09-24,6,38,9,2017
1491,1.0,6.0,3.0,7.0,2.0,10.0,12.0,6.0,6.0,6.0,5.0,1.0,AW17,long sleeve,pink,2017-09-24,6,38,9,2017
1492,1.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,4.0,12.0,5.0,3.0,AW17,sleeveless,black,2017-09-24,6,38,9,2017
1493,1.0,10.0,11.0,16.0,15.0,8.0,10.0,5.0,3.0,50.0,8.0,1.0,AW17,long sleeve,black,2017-09-24,6,38,9,2017
1494,3.0,1.0,4.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,AW17,drop sleeve,blue,2017-09-25,0,39,9,2017
1495,7.0,3.0,4.0,3.0,4.0,6.0,6.0,4.0,12.0,4.0,4.0,7.0,AW17,long sleeve,pattern,2017-09-25,0,39,9,2017
1496,8.0,13.0,13.0,14.0,4.0,5.0,2.0,4.0,5.0,4.0,3.0,0.0,AW17,doll dress,pattern,2017-09-25,0,39,9,2017
1497,11.0,8.0,7.0,9.0,4.0,46.0,9.0,9.0,9.0,1.0,2.0,1.0,AW17,culottes,jeans,2017-09-25,0,39,9,2017
1498,3.0,4.0,1.0,7.0,1.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,AW17,culottes,pattern,2017-09-25,0,39,9,2017
1499,11.0,20.0,17.0,12.0,17.0,20.0,19.0,11.0,14.0,4.0,7.0,3.0,AW17,shirt dress,pattern,2017-09-25,0,39,9,2017
1500,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,AW17,short coat,blue,2017-09-26,1,39,9,2017
1501,4.0,5.0,3.0,8.0,4.0,7.0,11.0,10.0,8.0,5.0,7.0,1.0,AW17,drop sleeve,blue,2017-09-26,1,39,9,2017
1502,1.0,1.0,1.0,3.0,5.0,4.0,7.0,4.0,9.0,1.0,1.0,1.0,AW17,long sleeve,pink,2017-09-26,1,39,9,2017
1503,1.0,4.0,4.0,7.0,3.0,4.0,5.0,33.0,5.0,2.0,1.0,5.0,AW17,long coat,black,2017-09-26,1,39,9,2017
1504,6.0,17.0,11.0,10.0,11.0,9.0,11.0,8.0,16.0,7.0,4.0,5.0,AW17,culottes,black,2017-09-26,1,39,9,2017
1505,7.0,5.0,5.0,5.0,8.0,2.0,36.0,38.0,43.0,21.0,20.0,9.0,AW17,long sleeve,black,2017-09-26,1,39,9,2017
1506,3.0,8.0,5.0,3.0,2.0,7.0,4.0,8.0,1.0,1.0,0.0,0.0,AW17,long sleeve,beige,2017-09-26,1,39,9,2017
1507,5.0,8.0,9.0,4.0,11.0,6.0,9.0,5.0,10.0,7.0,3.0,2.0,AW17,sleeveless,pattern,2017-09-26,1,39,9,2017
1508,2.0,0.0,9.0,14.0,14.0,7.0,9.0,7.0,17.0,6.0,1.0,2.0,AW17,sleeveless,cream,2017-09-26,1,39,9,2017
1509,2.0,6.0,1.0,1.0,4.0,5.0,4.0,5.0,12.0,8.0,5.0,2.0,AW17,long sleeve,pattern,2017-09-26,1,39,9,2017
1510,1.0,9.0,6.0,10.0,4.0,10.0,10.0,3.0,11.0,7.0,0.0,0.0,AW17,long sleeve,pattern,2017-09-27,2,39,9,2017
1511,8.0,4.0,3.0,6.0,4.0,3.0,3.0,2.0,10.0,5.0,6.0,7.0,AW17,trapeze dress,black,2017-09-27,2,39,9,2017
1512,2.0,12.0,8.0,8.0,11.0,7.0,8.0,5.0,11.0,3.0,5.0,1.0,AW17,long sleeve,black,2017-09-27,2,39,9,2017
1513,5.0,6.0,10.0,2.0,4.0,6.0,2.0,1.0,2.0,0.0,0.0,1.0,AW17,long sleeve,beige,2017-09-28,3,39,9,2017
1514,3.0,9.0,7.0,8.0,9.0,11.0,4.0,5.0,14.0,5.0,5.0,3.0,AW17,long sleeve,pattern,2017-09-28,3,39,9,2017
1515,1.0,7.0,2.0,6.0,5.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,AW17,sleeveless,green,2017-09-28,3,39,9,2017
1516,3.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,AW17,drop sleeve,green,2017-09-28,3,39,9,2017
1517,1.0,3.0,2.0,1.0,3.0,6.0,4.0,1.0,3.0,1.0,1.0,0.0,AW17,long sleeve,pink,2017-09-28,3,39,9,2017
1518,6.0,10.0,11.0,7.0,2.0,4.0,7.0,4.0,96.0,27.0,11.0,9.0,AW17,midi skirt,black,2017-09-29,4,39,9,2017
1519,2.0,2.0,7.0,3.0,3.0,3.0,3.0,2.0,6.0,0.0,3.0,4.0,AW17,drop sleeve,grey,2017-09-29,4,39,9,2017
1520,1.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,7.0,1.0,4.0,1.0,AW17,long sleeve,pink,2017-09-30,5,39,9,2017
1521,1.0,3.0,5.0,4.0,3.0,6.0,56.0,50.0,88.0,29.0,45.0,44.0,AW17,doll dress,pattern,2017-09-30,5,39,9,2017
1522,1.0,12.0,10.0,11.0,17.0,16.0,28.0,20.0,24.0,4.0,5.0,1.0,AW17,solid colours,purple,2017-09-30,5,39,9,2017
1523,3.0,19.0,24.0,9.0,22.0,25.0,20.0,24.0,34.0,16.0,14.0,20.0,AW17,trapeze dress,green,2017-09-30,5,39,9,2017
1524,1.0,8.0,4.0,5.0,3.0,7.0,9.0,66.0,14.0,6.0,5.0,5.0,AW17,short coat,red,2017-09-30,5,39,9,2017
1525,1.0,0.0,1.0,2.0,1.0,5.0,5.0,2.0,6.0,1.0,3.0,1.0,AW17,long sleeve,pattern,2017-09-30,5,39,9,2017
1526,1.0,5.0,4.0,5.0,4.0,3.0,59.0,47.0,61.0,16.0,13.0,21.0,AW17,long sleeve,black,2017-09-30,5,39,9,2017
1527,1.0,10.0,8.0,7.0,11.0,13.0,4.0,6.0,8.0,1.0,2.0,0.0,AW17,solid colours,bordeaux,2017-09-30,5,39,9,2017
1528,1.0,6.0,6.0,4.0,3.0,0.0,32.0,24.0,52.0,16.0,16.0,14.0,AW17,short sleeves,beige,2017-09-30,5,39,9,2017
1529,1.0,0.0,4.0,5.0,3.0,3.0,29.0,30.0,44.0,19.0,19.0,17.0,AW17,culottes,black,2017-09-30,5,39,9,2017
1530,1.0,3.0,12.0,6.0,8.0,8.0,7.0,4.0,6.0,4.0,3.0,4.0,AW17,midi skirt,black,2017-09-30,5,39,9,2017
1531,1.0,9.0,50.0,26.0,10.0,9.0,10.0,1.0,62.0,18.0,8.0,13.0,AW17,miniskirt,pattern,2017-10-01,6,39,10,2017
1532,1.0,2.0,6.0,5.0,1.0,0.0,25.0,34.0,27.0,9.0,11.0,9.0,AW17,kimono dress,beige,2017-10-01,6,39,10,2017
1533,1.0,4.0,1.0,1.0,7.0,11.0,20.0,12.0,4.0,4.0,2.0,5.0,AW17,drop sleeve,green,2017-10-01,6,39,10,2017
1534,2.0,14.0,64.0,27.0,17.0,13.0,11.0,6.0,17.0,10.0,2.0,10.0,AW17,doll dress,pattern,2017-10-01,6,39,10,2017
1535,1.0,0.0,2.0,1.0,4.0,3.0,23.0,24.0,58.0,17.0,7.0,12.0,AW17,long sleeve,beige,2017-10-01,6,39,10,2017
1536,1.0,1.0,4.0,6.0,12.0,8.0,9.0,7.0,11.0,5.0,3.0,4.0,AW17,long sleeve,pattern,2017-10-01,6,39,10,2017
1537,4.0,7.0,7.0,9.0,11.0,8.0,64.0,33.0,21.0,10.0,21.0,10.0,AW17,long coat,black,2017-10-02,0,40,10,2017
1538,4.0,1.0,3.0,40.0,34.0,27.0,23.0,31.0,17.0,15.0,16.0,19.0,AW17,sleeveless,black,2017-10-02,0,40,10,2017
1539,4.0,6.0,4.0,6.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,0.0,AW17,solid colours,blue,2017-10-02,0,40,10,2017
1540,22.0,25.0,21.0,28.0,31.0,31.0,42.0,62.0,49.0,47.0,40.0,55.0,AW17,culottes,black,2017-10-02,0,40,10,2017
1541,9.0,17.0,15.0,10.0,4.0,3.0,8.0,4.0,2.0,0.0,0.0,0.0,AW17,sleeveless,pattern,2017-10-02,0,40,10,2017
1542,3.0,2.0,3.0,2.0,5.0,4.0,2.0,8.0,7.0,8.0,7.0,4.0,AW17,culottes,black,2017-10-02,0,40,10,2017
1543,3.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,AW17,midi skirt,black,2017-10-02,0,40,10,2017
1544,5.0,13.0,12.0,11.0,27.0,18.0,31.0,43.0,11.0,4.0,4.0,4.0,AW17,culottes,pattern,2017-10-03,1,40,10,2017
1545,7.0,28.0,21.0,22.0,41.0,31.0,41.0,62.0,23.0,14.0,2.0,9.0,AW17,culottes,pattern,2017-10-03,1,40,10,2017
1546,6.0,8.0,7.0,10.0,9.0,80.0,55.0,18.0,8.0,2.0,3.0,2.0,AW17,long coat,military green,2017-10-03,1,40,10,2017
1547,4.0,11.0,13.0,9.0,14.0,21.0,13.0,18.0,10.0,11.0,11.0,12.0,AW17,solid colours,blue,2017-10-03,1,40,10,2017
1548,2.0,1.0,3.0,3.0,3.0,0.0,31.0,6.0,5.0,7.0,9.0,7.0,AW17,long coat,black,2017-10-03,1,40,10,2017
1549,3.0,6.0,1.0,4.0,8.0,18.0,82.0,19.0,10.0,7.0,2.0,3.0,AW17,short coat,black,2017-10-03,1,40,10,2017
1550,21.0,23.0,12.0,24.0,32.0,31.0,23.0,30.0,7.0,9.0,5.0,5.0,AW17,culottes,grey,2017-10-04,2,40,10,2017
1551,8.0,6.0,3.0,4.0,1.0,27.0,30.0,48.0,9.0,7.0,3.0,7.0,AW17,short sleeves,green,2017-10-04,2,40,10,2017
1552,6.0,8.0,6.0,9.0,10.0,4.0,10.0,10.0,9.0,7.0,6.0,9.0,AW17,long sleeve,grey,2017-10-04,2,40,10,2017
1553,4.0,2.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,6.0,6.0,7.0,AW17,long sleeve,grey,2017-10-04,2,40,10,2017
1554,1.0,5.0,5.0,4.0,6.0,9.0,29.0,10.0,4.0,3.0,3.0,1.0,AW17,medium coat,black,2017-10-04,2,40,10,2017
1555,12.0,8.0,17.0,26.0,11.0,19.0,11.0,19.0,8.0,1.0,2.0,6.0,AW17,culottes,pattern,2017-10-04,2,40,10,2017
1556,2.0,1.0,1.0,0.0,3.0,1.0,15.0,6.0,2.0,1.0,1.0,2.0,AW17,long coat,military green,2017-10-05,3,40,10,2017
1557,2.0,3.0,4.0,7.0,7.0,10.0,8.0,16.0,7.0,3.0,4.0,6.0,AW17,long sleeve,black,2017-10-05,3,40,10,2017
1558,6.0,8.0,7.0,5.0,6.0,5.0,1.0,3.0,2.0,2.0,1.0,3.0,AW17,long sleeve,black,2017-10-05,3,40,10,2017
1559,3.0,1.0,4.0,4.0,7.0,29.0,2.0,6.0,5.0,2.0,1.0,3.0,AW17,long sleeve,black,2017-10-05,3,40,10,2017
1560,9.0,12.0,7.0,14.0,23.0,19.0,17.0,42.0,23.0,28.0,39.0,36.0,AW17,solid colours,grey,2017-10-05,3,40,10,2017
1561,2.0,4.0,4.0,3.0,2.0,2.0,6.0,6.0,6.0,2.0,1.0,4.0,AW17,long sleeve,pattern,2017-10-05,3,40,10,2017
1562,3.0,14.0,13.0,10.0,3.0,7.0,3.0,7.0,1.0,4.0,0.0,2.0,AW17,solid colours,black,2017-10-05,3,40,10,2017
1563,11.0,17.0,11.0,10.0,10.0,5.0,2.0,64.0,5.0,4.0,2.0,0.0,AW17,short coat,black,2017-10-05,3,40,10,2017
1564,3.0,2.0,8.0,9.0,14.0,7.0,3.0,10.0,4.0,1.0,2.0,0.0,AW17,solid colours,grey,2017-10-06,4,40,10,2017
1565,4.0,2.0,1.0,3.0,0.0,22.0,14.0,5.0,28.0,22.0,38.0,18.0,AW17,short coat,black,2017-10-06,4,40,10,2017
1566,1.0,4.0,2.0,0.0,3.0,0.0,31.0,11.0,7.0,7.0,7.0,7.0,AW17,long coat,beige,2017-10-06,4,40,10,2017
1567,1.0,5.0,3.0,8.0,11.0,6.0,4.0,9.0,3.0,5.0,5.0,9.0,AW17,long cardigan,black,2017-10-06,4,40,10,2017
1568,4.0,7.0,7.0,10.0,13.0,5.0,1.0,9.0,1.0,0.0,2.0,2.0,AW17,short coat,yellow,2017-10-06,4,40,10,2017
1569,1.0,5.0,5.0,3.0,2.0,19.0,14.0,8.0,13.0,28.0,31.0,46.0,AW17,long coat,black,2017-10-06,4,40,10,2017
1570,1.0,1.0,2.0,0.0,3.0,5.0,2.0,3.0,2.0,5.0,5.0,13.0,AW17,culottes,black,2017-10-07,5,40,10,2017
1571,1.0,7.0,3.0,4.0,5.0,20.0,9.0,2.0,8.0,13.0,9.0,13.0,AW17,short coat,black,2017-10-07,5,40,10,2017
1572,1.0,5.0,4.0,11.0,7.0,14.0,7.0,21.0,7.0,8.0,4.0,6.0,AW17,long sleeve,pattern,2017-10-07,5,40,10,2017
1573,2.0,9.0,8.0,17.0,20.0,24.0,17.0,29.0,2.0,0.0,0.0,0.0,AW17,long sleeve,pattern,2017-10-07,5,40,10,2017
1574,2.0,2.0,8.0,7.0,7.0,3.0,7.0,104.0,14.0,6.0,2.0,0.0,AW17,medium cardigan,pattern,2017-10-07,5,40,10,2017
1575,1.0,4.0,3.0,4.0,2.0,19.0,20.0,22.0,13.0,21.0,19.0,20.0,AW17,long dress,black,2017-10-07,5,40,10,2017
1576,1.0,2.0,7.0,2.0,8.0,3.0,3.0,15.0,7.0,7.0,7.0,8.0,AW17,long sleeve,black,2017-10-08,6,40,10,2017
1577,1.0,2.0,6.0,8.0,7.0,5.0,10.0,113.0,10.0,3.0,1.0,1.0,AW17,medium cardigan,pattern,2017-10-08,6,40,10,2017
1578,1.0,4.0,5.0,8.0,6.0,6.0,4.0,4.0,1.0,0.0,4.0,1.0,AW17,solid colours,bordeaux,2017-10-08,6,40,10,2017
1579,4.0,10.0,9.0,10.0,10.0,8.0,18.0,9.0,0.0,2.0,1.0,1.0,AW17,long sleeve,pattern,2017-10-09,0,41,10,2017
1580,5.0,30.0,17.0,23.0,21.0,8.0,24.0,7.0,5.0,3.0,4.0,1.0,AW17,long sleeve,pattern,2017-10-09,0,41,10,2017
1581,9.0,9.0,6.0,4.0,8.0,5.0,14.0,3.0,3.0,1.0,2.0,2.0,AW17,solid colours,blue,2017-10-09,0,41,10,2017
1582,7.0,4.0,13.0,12.0,7.0,33.0,6.0,6.0,1.0,1.0,2.0,0.0,AW17,long coat,black,2017-10-09,0,41,10,2017
1583,5.0,4.0,11.0,10.0,6.0,12.0,20.0,4.0,4.0,2.0,1.0,2.0,AW17,long sleeve,black,2017-10-09,0,41,10,2017
1584,8.0,5.0,8.0,6.0,4.0,8.0,7.0,2.0,2.0,1.0,5.0,1.0,AW17,short sleeves,black,2017-10-09,0,41,10,2017
1585,4.0,4.0,1.0,1.0,3.0,0.0,27.0,8.0,9.0,7.0,5.0,13.0,AW17,gitana skirt,black,2017-10-09,0,41,10,2017
1586,6.0,2.0,1.0,0.0,12.0,8.0,3.0,12.0,10.0,6.0,7.0,7.0,AW17,short coat,camel,2017-10-09,0,41,10,2017
1587,1.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,2.0,AW17,drop sleeve,pattern,2017-10-10,1,41,10,2017
1588,1.0,6.0,6.0,8.0,4.0,6.0,10.0,5.0,4.0,1.0,1.0,0.0,AW17,drop sleeve,grey,2017-10-10,1,41,10,2017
1589,7.0,5.0,15.0,20.0,12.0,8.0,16.0,1.0,4.0,3.0,3.0,0.0,AW17,medium cardigan,black,2017-10-10,1,41,10,2017
1590,1.0,6.0,7.0,5.0,10.0,78.0,19.0,9.0,7.0,3.0,5.0,1.0,AW17,short coat,black,2017-10-10,1,41,10,2017
1591,5.0,12.0,18.0,23.0,16.0,6.0,67.0,17.0,3.0,2.0,3.0,2.0,AW17,long sleeve,beige,2017-10-10,1,41,10,2017
1592,11.0,9.0,7.0,4.0,8.0,6.0,12.0,1.0,4.0,5.0,7.0,6.0,AW17,culottes,black,2017-10-10,1,41,10,2017
1593,5.0,9.0,10.0,12.0,8.0,12.0,22.0,7.0,3.0,2.0,3.0,2.0,AW17,medium duster,black,2017-10-10,1,41,10,2017
1594,4.0,2.0,10.0,8.0,14.0,77.0,17.0,17.0,15.0,10.0,13.0,2.0,AW17,medium coat,black,2017-10-10,1,41,10,2017
1595,9.0,15.0,13.0,6.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,AW17,sleeveless,green,2017-10-10,1,41,10,2017
1596,5.0,4.0,4.0,4.0,8.0,7.0,7.0,10.0,8.0,6.0,9.0,4.0,AW17,short sleeves,yellow,2017-10-10,1,41,10,2017
1597,4.0,9.0,4.0,3.0,2.0,2.0,6.0,1.0,3.0,2.0,5.0,2.0,AW17,sleeveless,pattern,2017-10-10,1,41,10,2017
1598,2.0,4.0,2.0,5.0,4.0,1.0,4.0,3.0,8.0,4.0,2.0,6.0,AW17,short cardigan,black,2017-10-10,1,41,10,2017
1599,1.0,2.0,9.0,13.0,12.0,18.0,22.0,13.0,6.0,4.0,3.0,3.0,AW17,long sleeve,pattern,2017-10-10,1,41,10,2017
1600,3.0,1.0,9.0,20.0,8.0,7.0,37.0,10.0,7.0,2.0,5.0,2.0,AW17,culottes,jeans,2017-10-10,1,41,10,2017
1601,2.0,1.0,0.0,3.0,4.0,4.0,3.0,4.0,2.0,0.0,6.0,6.0,AW17,long sleeve,black,2017-10-11,2,41,10,2017
1602,3.0,5.0,7.0,8.0,4.0,4.0,8.0,7.0,4.0,3.0,5.0,2.0,AW17,medium cardigan,grey,2017-10-11,2,41,10,2017
1603,4.0,8.0,5.0,4.0,3.0,5.0,5.0,7.0,2.0,1.0,0.0,1.0,AW17,long sleeve,pattern,2017-10-11,2,41,10,2017
1604,3.0,10.0,16.0,15.0,16.0,11.0,6.0,2.0,1.0,1.0,4.0,1.0,AW17,long sleeve,black,2017-10-11,2,41,10,2017
1605,5.0,1.0,5.0,6.0,3.0,6.0,12.0,2.0,1.0,0.0,2.0,0.0,AW17,drop sleeve,black,2017-10-11,2,41,10,2017
1606,5.0,5.0,6.0,6.0,5.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,AW17,sheath dress,green,2017-10-11,2,41,10,2017
1607,8.0,11.0,4.0,6.0,5.0,3.0,9.0,3.0,2.0,3.0,5.0,0.0,AW17,long sleeve,black,2017-10-11,2,41,10,2017
1608,2.0,3.0,4.0,0.0,6.0,4.0,8.0,1.0,3.0,2.0,2.0,3.0,AW17,short sleeves,black,2017-10-11,2,41,10,2017
1609,11.0,14.0,24.0,13.0,16.0,30.0,35.0,19.0,5.0,9.0,4.0,2.0,AW17,solid colours,lead,2017-10-11,2,41,10,2017
1610,2.0,0.0,3.0,4.0,9.0,64.0,11.0,6.0,8.0,8.0,5.0,1.0,AW17,long coat,beige,2017-10-11,2,41,10,2017
1611,7.0,12.0,15.0,17.0,8.0,6.0,18.0,5.0,8.0,4.0,3.0,2.0,AW17,sleeveless,black,2017-10-11,2,41,10,2017
1612,7.0,6.0,9.0,9.0,11.0,8.0,10.0,0.0,1.0,2.0,2.0,0.0,AW17,medium cardigan,black,2017-10-11,2,41,10,2017
1613,5.0,5.0,6.0,22.0,3.0,4.0,7.0,6.0,2.0,2.0,0.0,1.0,AW17,culottes,black,2017-10-11,2,41,10,2017
1614,13.0,15.0,18.0,17.0,24.0,19.0,20.0,11.0,8.0,11.0,12.0,10.0,AW17,culottes,black,2017-10-11,2,41,10,2017
1615,1.0,4.0,6.0,7.0,7.0,51.0,11.0,6.0,8.0,5.0,7.0,5.0,AW17,medium coat,beige,2017-10-11,2,41,10,2017
1616,1.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,6.0,11.0,8.0,AW17,culottes,black,2017-10-12,3,41,10,2017
1617,9.0,11.0,10.0,15.0,21.0,16.0,22.0,13.0,18.0,16.0,16.0,10.0,AW17,trapeze dress,pattern,2017-10-12,3,41,10,2017
1618,5.0,2.0,4.0,8.0,3.0,3.0,6.0,6.0,2.0,3.0,4.0,3.0,AW17,short sleeves,beige,2017-10-12,3,41,10,2017
1619,1.0,0.0,3.0,1.0,26.0,23.0,11.0,2.0,2.0,1.0,3.0,2.0,AW17,long coat,black,2017-10-12,3,41,10,2017
1620,1.0,4.0,6.0,9.0,7.0,82.0,13.0,4.0,6.0,5.0,7.0,3.0,AW17,short coat,red,2017-10-12,3,41,10,2017
1621,1.0,0.0,4.0,1.0,9.0,5.0,4.0,4.0,4.0,0.0,5.0,3.0,AW17,long sleeve,green,2017-10-12,3,41,10,2017
1622,4.0,5.0,8.0,2.0,3.0,2.0,11.0,9.0,5.0,3.0,4.0,3.0,AW17,drop sleeve,pattern,2017-10-12,3,41,10,2017
1623,6.0,13.0,14.0,80.0,8.0,7.0,12.0,9.0,2.0,6.0,6.0,0.0,AW17,culottes,black,2017-10-12,3,41,10,2017
1624,4.0,5.0,6.0,5.0,4.0,2.0,6.0,4.0,3.0,4.0,3.0,1.0,AW17,medium duster,grey,2017-10-12,3,41,10,2017
1625,3.0,6.0,7.0,6.0,4.0,2.0,10.0,4.0,3.0,2.0,2.0,0.0,AW17,long sleeve,pattern,2017-10-12,3,41,10,2017
1626,3.0,8.0,6.0,42.0,7.0,4.0,7.0,3.0,2.0,1.0,1.0,0.0,AW17,culottes,black,2017-10-12,3,41,10,2017
1627,8.0,26.0,30.0,44.0,40.0,28.0,60.0,23.0,12.0,18.0,38.0,14.0,AW17,shirt dress,pattern,2017-10-12,3,41,10,2017
1628,1.0,5.0,14.0,10.0,9.0,7.0,11.0,7.0,8.0,4.0,7.0,3.0,AW17,long sleeve,black,2017-10-13,4,41,10,2017
1629,2.0,1.0,18.0,21.0,15.0,19.0,14.0,5.0,7.0,7.0,5.0,5.0,AW17,long sleeve,black,2017-10-14,5,41,10,2017
1630,3.0,12.0,11.0,5.0,6.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,AW17,long sleeve,black,2017-10-14,5,41,10,2017
1631,1.0,4.0,9.0,13.0,14.0,7.0,14.0,5.0,3.0,2.0,6.0,2.0,AW17,long sleeve,cream,2017-10-14,5,41,10,2017
1632,2.0,7.0,14.0,15.0,8.0,5.0,25.0,9.0,7.0,6.0,9.0,4.0,AW17,shirt dress,pattern,2017-10-14,5,41,10,2017
1633,1.0,1.0,1.0,1.0,38.0,27.0,42.0,27.0,16.0,15.0,22.0,10.0,AW17,kimono dress,green,2017-10-14,5,41,10,2017
1634,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,AW17,long sleeve,black,2017-10-14,5,41,10,2017
