0,1,2,3,4,5,6,7,8,9,10,11
5.0,36.0,37.0,44.0,32.0,32.0,31.0,40.0,7.0,15.0,11.0,26.0
5.0,57.0,128.0,113.0,144.0,162.0,122.0,202.0,94.0,121.0,94.0,69.0
5.0,56.0,129.0,190.0,247.0,185.0,139.0,185.0,36.0,12.0,2.0,8.0
1.0,6.0,10.0,15.0,21.0,25.0,20.0,27.0,12.0,15.0,15.0,18.0
7.0,40.0,89.0,79.0,90.0,108.0,70.0,95.0,40.0,11.0,12.0,16.0
1.0,16.0,31.0,34.0,40.0,35.0,25.0,60.0,34.0,40.0,30.0,50.0
1.0,32.0,66.0,88.0,90.0,83.0,69.0,129.0,59.0,34.0,27.0,26.0
2.0,36.0,115.0,70.0,61.0,61.0,45.0,64.0,25.0,46.0,40.0,28.0
1.0,13.0,50.0,55.0,68.0,69.0,81.0,139.0,69.0,37.0,26.0,36.0
1.0,16.0,45.0,40.0,42.0,45.0,27.0,78.0,22.0,25.0,18.0,11.0
2.0,44.0,127.0,161.0,153.0,112.0,60.0,102.0,21.0,3.0,2.0,3.0
2.0,23.0,46.0,45.0,46.0,40.0,41.0,139.0,17.0,7.0,2.0,0.0
1.0,22.0,46.0,69.0,60.0,45.0,50.0,153.0,12.0,3.0,1.0,1.0
3.0,54.0,60.0,42.0,49.0,40.0,18.0,50.0,31.0,13.0,13.0,5.0
3.0,61.0,152.0,168.0,206.0,166.0,113.0,208.0,50.0,31.0,13.0,23.0
1.0,15.0,27.0,32.0,55.0,89.0,204.0,223.0,163.0,122.0,95.0,70.0
1.0,51.0,73.0,46.0,68.0,51.0,60.0,80.0,39.0,28.0,35.0,35.0
1.0,13.0,46.0,34.0,16.0,20.0,18.0,40.0,8.0,16.0,17.0,23.0
1.0,25.0,26.0,35.0,23.0,37.0,26.0,64.0,39.0,37.0,23.0,32.0
2.0,23.0,31.0,42.0,51.0,59.0,88.0,89.0,50.0,49.0,39.0,59.0
1.0,36.0,105.0,129.0,181.0,98.0,52.0,103.0,46.0,34.0,30.0,25.0
1.0,75.0,124.0,85.0,63.0,26.0,21.0,30.0,8.0,6.0,13.0,8.0
2.0,26.0,35.0,55.0,59.0,45.0,37.0,73.0,26.0,30.0,11.0,21.0
39.0,90.0,107.0,122.0,127.0,90.0,89.0,30.0,22.0,3.0,17.0,8.0
17.0,42.0,50.0,57.0,46.0,50.0,107.0,39.0,23.0,17.0,25.0,7.0
49.0,52.0,70.0,94.0,71.0,61.0,99.0,31.0,15.0,16.0,16.0,8.0
35.0,49.0,56.0,69.0,57.0,34.0,89.0,46.0,31.0,16.0,32.0,21.0
27.0,26.0,37.0,50.0,45.0,30.0,50.0,37.0,21.0,22.0,27.0,20.0
25.0,26.0,61.0,63.0,97.0,152.0,192.0,127.0,110.0,78.0,95.0,37.0
23.0,40.0,73.0,76.0,68.0,66.0,115.0,57.0,37.0,31.0,26.0,13.0
15.0,26.0,13.0,28.0,30.0,21.0,34.0,32.0,22.0,36.0,42.0,81.0
21.0,28.0,65.0,74.0,76.0,132.0,122.0,32.0,34.0,31.0,41.0,27.0
46.0,79.0,127.0,113.0,84.0,100.0,132.0,35.0,32.0,17.0,18.0,7.0
15.0,37.0,44.0,65.0,75.0,121.0,200.0,102.0,70.0,26.0,34.0,28.0
57.0,88.0,59.0,55.0,49.0,31.0,80.0,30.0,36.0,41.0,37.0,25.0
134.0,144.0,195.0,157.0,153.0,160.0,274.0,118.0,108.0,65.0,32.0,39.0
15.0,37.0,75.0,74.0,129.0,161.0,166.0,52.0,41.0,35.0,31.0,16.0
21.0,74.0,56.0,30.0,39.0,32.0,59.0,30.0,27.0,36.0,31.0,17.0
2.0,18.0,15.0,17.0,10.0,13.0,34.0,25.0,12.0,11.0,11.0,5.0
18.0,15.0,27.0,44.0,70.0,134.0,112.0,76.0,63.0,51.0,39.0,15.0
18.0,18.0,28.0,36.0,30.0,15.0,59.0,23.0,27.0,27.0,50.0,31.0
13.0,25.0,31.0,34.0,40.0,37.0,69.0,35.0,31.0,42.0,37.0,18.0
5.0,17.0,27.0,26.0,47.0,30.0,56.0,41.0,30.0,51.0,61.0,31.0
11.0,123.0,170.0,139.0,158.0,105.0,315.0,161.0,156.0,139.0,108.0,66.0
34.0,84.0,68.0,66.0,45.0,37.0,52.0,25.0,35.0,28.0,23.0,25.0
81.0,221.0,209.0,387.0,410.0,233.0,508.0,192.0,156.0,150.0,211.0,99.0
5.0,18.0,52.0,40.0,46.0,41.0,61.0,57.0,74.0,79.0,108.0,155.0
52.0,121.0,114.0,171.0,162.0,129.0,260.0,107.0,123.0,126.0,117.0,66.0
6.0,20.0,20.0,17.0,20.0,8.0,31.0,7.0,6.0,13.0,26.0,17.0
1.0,2.0,2.0,10.0,7.0,5.0,26.0,17.0,16.0,17.0,22.0,7.0
10.0,30.0,76.0,65.0,35.0,44.0,50.0,27.0,26.0,41.0,42.0,35.0
6.0,12.0,10.0,16.0,15.0,13.0,21.0,6.0,10.0,10.0,8.0,8.0
6.0,83.0,131.0,114.0,88.0,93.0,215.0,118.0,139.0,172.0,197.0,128.0
3.0,70.0,59.0,110.0,79.0,64.0,201.0,80.0,76.0,88.0,73.0,81.0
1.0,27.0,95.0,102.0,93.0,95.0,114.0,78.0,52.0,39.0,40.0,30.0
1.0,16.0,66.0,70.0,73.0,49.0,109.0,55.0,52.0,64.0,65.0,36.0
2.0,22.0,52.0,75.0,75.0,79.0,157.0,79.0,69.0,59.0,45.0,23.0
2.0,13.0,75.0,56.0,69.0,45.0,79.0,40.0,22.0,27.0,39.0,15.0
2.0,16.0,13.0,18.0,8.0,8.0,36.0,13.0,5.0,2.0,2.0,0.0
2.0,7.0,5.0,5.0,31.0,36.0,27.0,45.0,34.0,13.0,27.0,17.0
3.0,39.0,114.0,89.0,80.0,84.0,108.0,55.0,59.0,42.0,34.0,21.0
5.0,27.0,75.0,98.0,133.0,132.0,90.0,34.0,30.0,18.0,17.0,22.0
5.0,54.0,131.0,105.0,137.0,104.0,243.0,104.0,103.0,109.0,89.0,73.0
3.0,42.0,143.0,105.0,78.0,36.0,166.0,63.0,56.0,61.0,80.0,34.0
1.0,13.0,59.0,76.0,75.0,79.0,104.0,52.0,41.0,27.0,30.0,15.0
1.0,42.0,59.0,103.0,121.0,152.0,288.0,109.0,137.0,166.0,185.0,123.0
1.0,39.0,56.0,70.0,97.0,129.0,173.0,80.0,90.0,121.0,133.0,56.0
5.0,61.0,46.0,39.0,25.0,44.0,75.0,40.0,37.0,34.0,34.0,21.0
1.0,15.0,74.0,66.0,73.0,50.0,139.0,52.0,46.0,41.0,28.0,11.0
1.0,39.0,70.0,85.0,80.0,123.0,171.0,79.0,84.0,79.0,97.0,66.0
1.0,7.0,34.0,30.0,47.0,39.0,57.0,37.0,20.0,31.0,35.0,18.0
5.0,6.0,5.0,10.0,6.0,23.0,15.0,26.0,11.0,17.0,21.0,21.0
5.0,11.0,6.0,11.0,12.0,27.0,21.0,25.0,16.0,25.0,16.0,30.0
32.0,85.0,92.0,63.0,42.0,122.0,55.0,36.0,49.0,51.0,36.0,51.0
18.0,15.0,52.0,68.0,74.0,112.0,68.0,110.0,112.0,175.0,65.0,163.0
11.0,27.0,39.0,44.0,36.0,63.0,25.0,37.0,20.0,26.0,20.0,51.0
11.0,13.0,23.0,20.0,21.0,36.0,40.0,41.0,23.0,41.0,25.0,64.0
41.0,139.0,171.0,168.0,143.0,292.0,191.0,204.0,208.0,228.0,128.0,229.0
31.0,66.0,42.0,59.0,46.0,64.0,27.0,35.0,25.0,60.0,35.0,41.0
2.0,2.0,5.0,6.0,8.0,11.0,3.0,10.0,6.0,10.0,2.0,17.0
32.0,115.0,103.0,134.0,102.0,189.0,102.0,80.0,68.0,80.0,41.0,102.0
23.0,63.0,57.0,22.0,21.0,52.0,11.0,15.0,16.0,17.0,15.0,34.0
17.0,11.0,35.0,65.0,52.0,126.0,74.0,95.0,105.0,102.0,47.0,90.0
13.0,52.0,39.0,40.0,52.0,56.0,28.0,28.0,25.0,35.0,23.0,46.0
22.0,55.0,51.0,25.0,28.0,40.0,18.0,21.0,21.0,25.0,10.0,27.0
22.0,79.0,78.0,76.0,66.0,102.0,54.0,60.0,64.0,55.0,41.0,45.0
2.0,28.0,34.0,34.0,28.0,64.0,27.0,34.0,40.0,42.0,20.0,64.0
6.0,6.0,12.0,16.0,15.0,26.0,12.0,21.0,18.0,28.0,12.0,39.0
37.0,99.0,83.0,57.0,32.0,74.0,39.0,27.0,22.0,34.0,27.0,18.0
11.0,36.0,46.0,64.0,93.0,112.0,47.0,63.0,59.0,49.0,17.0,76.0
1.0,0.0,0.0,0.0,2.0,114.0,66.0,155.0,184.0,180.0,133.0,49.0
5.0,6.0,27.0,26.0,18.0,54.0,31.0,28.0,35.0,55.0,26.0,66.0
10.0,30.0,23.0,25.0,45.0,52.0,31.0,25.0,30.0,18.0,18.0,45.0
2.0,1.0,7.0,0.0,0.0,5.0,5.0,2.0,1.0,1.0,3.0,8.0
7.0,23.0,35.0,28.0,30.0,63.0,35.0,60.0,36.0,71.0,20.0,97.0
12.0,39.0,78.0,83.0,56.0,115.0,57.0,44.0,40.0,59.0,22.0,31.0
44.0,97.0,152.0,133.0,137.0,312.0,210.0,237.0,277.0,298.0,234.0,397.0
5.0,64.0,127.0,74.0,71.0,122.0,52.0,34.0,41.0,30.0,27.0,63.0
2.0,6.0,8.0,12.0,23.0,37.0,17.0,20.0,27.0,27.0,21.0,61.0
5.0,1.0,8.0,10.0,11.0,26.0,10.0,12.0,3.0,15.0,10.0,16.0
1.0,2.0,6.0,10.0,10.0,22.0,18.0,11.0,16.0,12.0,3.0,20.0
2.0,6.0,12.0,12.0,15.0,26.0,18.0,23.0,32.0,56.0,28.0,40.0
7.0,41.0,74.0,63.0,57.0,119.0,59.0,61.0,42.0,61.0,25.0,49.0
8.0,105.0,213.0,216.0,213.0,484.0,305.0,342.0,600.0,862.0,352.0,964.0
7.0,119.0,252.0,277.0,263.0,451.0,150.0,117.0,64.0,45.0,21.0,59.0
6.0,88.0,79.0,143.0,142.0,242.0,171.0,191.0,370.0,361.0,166.0,518.0
1.0,5.0,18.0,10.0,12.0,34.0,8.0,12.0,10.0,12.0,3.0,16.0
10.0,10.0,22.0,22.0,17.0,66.0,34.0,27.0,28.0,65.0,27.0,64.0
1.0,2.0,6.0,7.0,5.0,16.0,7.0,7.0,6.0,6.0,0.0,6.0
7.0,83.0,200.0,161.0,175.0,239.0,76.0,81.0,79.0,93.0,52.0,69.0
3.0,47.0,86.0,83.0,55.0,80.0,65.0,40.0,35.0,37.0,18.0,73.0
8.0,25.0,28.0,13.0,18.0,11.0,6.0,18.0,23.0,15.0,47.0,74.0
68.0,124.0,71.0,60.0,88.0,37.0,31.0,37.0,32.0,21.0,31.0,21.0
6.0,12.0,11.0,13.0,16.0,26.0,20.0,25.0,30.0,32.0,39.0,41.0
6.0,11.0,26.0,22.0,54.0,20.0,36.0,47.0,73.0,34.0,61.0,69.0
1.0,1.0,1.0,18.0,40.0,66.0,124.0,94.0,118.0,60.0,126.0,102.0
1.0,0.0,3.0,26.0,41.0,46.0,79.0,73.0,108.0,46.0,109.0,78.0
1.0,1.0,3.0,27.0,75.0,79.0,139.0,117.0,132.0,57.0,90.0,35.0
102.0,86.0,90.0,152.0,76.0,55.0,45.0,39.0,7.0,27.0,10.0,8.0
51.0,56.0,32.0,112.0,32.0,40.0,40.0,51.0,20.0,37.0,16.0,13.0
2.0,2.0,26.0,40.0,51.0,107.0,95.0,122.0,50.0,94.0,56.0,49.0
2.0,10.0,7.0,22.0,26.0,10.0,21.0,30.0,17.0,26.0,51.0,20.0
5.0,89.0,64.0,219.0,70.0,102.0,124.0,175.0,129.0,286.0,205.0,129.0
5.0,185.0,119.0,266.0,139.0,176.0,276.0,324.0,192.0,405.0,356.0,427.0
1.0,22.0,31.0,80.0,52.0,65.0,36.0,39.0,46.0,109.0,93.0,100.0
6.0,70.0,86.0,171.0,76.0,45.0,46.0,55.0,28.0,78.0,69.0,60.0
1.0,52.0,54.0,102.0,32.0,25.0,26.0,25.0,13.0,26.0,12.0,17.0
5.0,84.0,74.0,192.0,75.0,99.0,85.0,139.0,95.0,221.0,61.0,28.0
1.0,27.0,47.0,128.0,35.0,46.0,56.0,51.0,17.0,18.0,20.0,17.0
1.0,6.0,3.0,15.0,12.0,10.0,10.0,10.0,1.0,8.0,21.0,10.0
8.0,136.0,163.0,337.0,205.0,284.0,366.0,407.0,244.0,620.0,557.0,432.0
1.0,11.0,11.0,21.0,28.0,12.0,18.0,22.0,22.0,31.0,51.0,40.0
1.0,161.0,144.0,385.0,201.0,237.0,292.0,284.0,158.0,566.0,590.0,463.0
1.0,63.0,64.0,190.0,63.0,66.0,73.0,73.0,31.0,21.0,22.0,18.0
161.0,165.0,277.0,231.0,194.0,156.0,137.0,59.0,52.0,42.0,31.0,28.0
12.0,6.0,15.0,23.0,15.0,17.0,25.0,13.0,20.0,26.0,28.0,56.0
26.0,20.0,39.0,45.0,30.0,26.0,27.0,27.0,51.0,108.0,93.0,143.0
8.0,8.0,22.0,11.0,10.0,8.0,6.0,6.0,21.0,23.0,27.0,39.0
11.0,8.0,30.0,32.0,47.0,28.0,45.0,21.0,39.0,56.0,32.0,110.0
1.0,0.0,0.0,0.0,2.0,56.0,57.0,37.0,31.0,45.0,30.0,28.0
61.0,68.0,136.0,65.0,80.0,122.0,114.0,50.0,132.0,81.0,27.0,32.0
61.0,73.0,127.0,69.0,36.0,45.0,26.0,13.0,37.0,28.0,42.0,20.0
8.0,5.0,17.0,5.0,7.0,5.0,8.0,3.0,3.0,10.0,15.0,61.0
20.0,32.0,73.0,36.0,22.0,30.0,36.0,18.0,55.0,55.0,54.0,64.0
11.0,13.0,28.0,10.0,25.0,22.0,11.0,15.0,30.0,54.0,47.0,45.0
22.0,18.0,28.0,18.0,15.0,8.0,22.0,10.0,51.0,84.0,93.0,136.0
7.0,11.0,23.0,8.0,13.0,16.0,10.0,5.0,8.0,25.0,46.0,44.0
6.0,15.0,25.0,28.0,30.0,37.0,32.0,23.0,37.0,68.0,49.0,68.0
5.0,12.0,12.0,22.0,7.0,16.0,15.0,5.0,12.0,20.0,17.0,78.0
18.0,110.0,301.0,143.0,108.0,115.0,151.0,69.0,114.0,68.0,89.0,49.0
10.0,78.0,157.0,73.0,90.0,103.0,114.0,46.0,103.0,34.0,34.0,28.0
18.0,191.0,490.0,192.0,226.0,340.0,455.0,225.0,622.0,428.0,307.0,206.0
27.0,168.0,427.0,184.0,179.0,190.0,152.0,109.0,128.0,90.0,75.0,60.0
7.0,93.0,206.0,81.0,66.0,100.0,95.0,59.0,132.0,47.0,22.0,20.0
12.0,16.0,30.0,18.0,23.0,26.0,17.0,22.0,21.0,34.0,36.0,34.0
5.0,78.0,104.0,61.0,49.0,41.0,40.0,21.0,76.0,51.0,73.0,84.0
8.0,30.0,61.0,36.0,23.0,36.0,37.0,30.0,45.0,45.0,50.0,64.0
5.0,68.0,152.0,71.0,80.0,79.0,102.0,37.0,97.0,88.0,68.0,40.0
3.0,39.0,103.0,68.0,51.0,42.0,66.0,39.0,68.0,39.0,59.0,63.0
8.0,47.0,84.0,56.0,69.0,46.0,52.0,34.0,41.0,27.0,20.0,21.0
10.0,75.0,148.0,66.0,45.0,42.0,45.0,20.0,44.0,42.0,55.0,44.0
5.0,85.0,141.0,68.0,70.0,59.0,59.0,45.0,65.0,65.0,92.0,75.0
10.0,31.0,81.0,49.0,26.0,26.0,28.0,18.0,52.0,36.0,40.0,36.0
1.0,69.0,60.0,36.0,65.0,46.0,41.0,23.0,89.0,61.0,78.0,47.0
6.0,76.0,194.0,69.0,84.0,50.0,60.0,21.0,47.0,36.0,30.0,17.0
12.0,74.0,161.0,69.0,65.0,70.0,74.0,31.0,85.0,68.0,99.0,85.0
8.0,60.0,118.0,46.0,40.0,28.0,75.0,41.0,79.0,63.0,81.0,79.0
2.0,45.0,68.0,42.0,47.0,37.0,54.0,17.0,40.0,30.0,52.0,46.0
5.0,74.0,121.0,42.0,31.0,32.0,41.0,16.0,28.0,34.0,45.0,40.0
3.0,114.0,216.0,98.0,51.0,40.0,27.0,20.0,27.0,18.0,12.0,11.0
3.0,110.0,221.0,108.0,113.0,98.0,97.0,37.0,65.0,41.0,16.0,3.0
1.0,32.0,35.0,30.0,31.0,35.0,37.0,39.0,142.0,122.0,165.0,122.0
1.0,25.0,66.0,26.0,34.0,32.0,55.0,26.0,49.0,25.0,44.0,23.0
1.0,7.0,12.0,10.0,6.0,3.0,7.0,5.0,6.0,22.0,15.0,18.0
1.0,6.0,17.0,16.0,8.0,6.0,8.0,7.0,6.0,22.0,15.0,37.0
20.0,197.0,416.0,216.0,221.0,131.0,68.0,13.0,42.0,21.0,12.0,8.0
5.0,37.0,81.0,70.0,56.0,26.0,40.0,12.0,37.0,40.0,22.0,36.0
1.0,52.0,104.0,64.0,98.0,107.0,142.0,93.0,257.0,165.0,115.0,75.0
2.0,55.0,61.0,34.0,40.0,35.0,44.0,37.0,83.0,37.0,45.0,49.0
6.0,148.0,171.0,119.0,139.0,73.0,85.0,28.0,131.0,88.0,86.0,35.0
2.0,37.0,64.0,17.0,28.0,32.0,31.0,10.0,57.0,47.0,73.0,63.0
1.0,0.0,76.0,92.0,180.0,211.0,278.0,139.0,144.0,68.0,46.0,18.0
64.0,131.0,70.0,41.0,45.0,26.0,13.0,36.0,12.0,18.0,13.0,13.0
35.0,65.0,105.0,186.0,165.0,144.0,52.0,69.0,27.0,15.0,20.0,16.0
17.0,30.0,41.0,83.0,86.0,85.0,54.0,139.0,110.0,56.0,119.0,49.0
25.0,110.0,88.0,54.0,51.0,30.0,11.0,26.0,10.0,15.0,11.0,8.0
47.0,287.0,110.0,80.0,65.0,27.0,1.0,39.0,26.0,31.0,18.0,17.0
7.0,51.0,37.0,34.0,42.0,76.0,23.0,47.0,25.0,40.0,36.0,27.0
89.0,194.0,92.0,127.0,141.0,144.0,105.0,312.0,248.0,124.0,90.0,25.0
59.0,215.0,107.0,83.0,65.0,50.0,36.0,93.0,51.0,40.0,42.0,20.0
21.0,157.0,175.0,204.0,146.0,152.0,76.0,151.0,86.0,44.0,27.0,11.0
1.0,50.0,25.0,37.0,44.0,52.0,49.0,126.0,93.0,103.0,103.0,35.0
6.0,317.0,138.0,179.0,136.0,73.0,39.0,40.0,21.0,12.0,5.0,0.0
73.0,336.0,156.0,231.0,262.0,238.0,95.0,210.0,74.0,69.0,45.0,27.0
11.0,137.0,100.0,109.0,133.0,142.0,35.0,32.0,7.0,6.0,2.0,0.0
13.0,213.0,92.0,92.0,150.0,129.0,71.0,144.0,105.0,81.0,97.0,57.0
10.0,160.0,119.0,180.0,186.0,123.0,39.0,31.0,7.0,6.0,5.0,3.0
7.0,258.0,119.0,119.0,118.0,134.0,35.0,85.0,32.0,26.0,13.0,6.0
1.0,10.0,12.0,25.0,22.0,59.0,45.0,44.0,41.0,32.0,70.0,89.0
3.0,81.0,49.0,79.0,80.0,144.0,92.0,119.0,61.0,49.0,42.0,26.0
1.0,59.0,36.0,61.0,122.0,136.0,93.0,64.0,36.0,39.0,31.0,32.0
1.0,17.0,23.0,36.0,49.0,78.0,60.0,98.0,84.0,55.0,39.0,34.0
2.0,73.0,61.0,114.0,144.0,191.0,51.0,103.0,57.0,40.0,27.0,10.0
2.0,71.0,47.0,112.0,129.0,167.0,117.0,39.0,35.0,23.0,34.0,26.0
1.0,39.0,46.0,80.0,59.0,86.0,44.0,108.0,83.0,36.0,45.0,26.0
1.0,49.0,31.0,36.0,64.0,78.0,36.0,122.0,95.0,76.0,70.0,75.0
1.0,155.0,118.0,237.0,231.0,84.0,13.0,10.0,5.0,6.0,0.0,1.0
3.0,171.0,146.0,121.0,27.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
5.0,118.0,71.0,213.0,243.0,146.0,27.0,8.0,6.0,5.0,8.0,3.0
3.0,88.0,73.0,153.0,157.0,119.0,45.0,34.0,15.0,7.0,11.0,6.0
8.0,103.0,105.0,211.0,250.0,157.0,51.0,28.0,16.0,6.0,5.0,0.0
1.0,73.0,40.0,46.0,50.0,66.0,23.0,81.0,54.0,55.0,76.0,39.0
1.0,32.0,15.0,39.0,34.0,54.0,36.0,78.0,52.0,73.0,63.0,44.0
3.0,182.0,100.0,85.0,85.0,70.0,25.0,59.0,26.0,15.0,12.0,8.0
1.0,80.0,35.0,56.0,86.0,84.0,37.0,95.0,86.0,80.0,148.0,165.0
12.0,197.0,146.0,158.0,112.0,98.0,60.0,97.0,40.0,26.0,23.0,11.0
1.0,8.0,12.0,10.0,13.0,45.0,26.0,31.0,30.0,28.0,39.0,70.0
1.0,211.0,136.0,201.0,182.0,166.0,76.0,94.0,57.0,42.0,64.0,23.0
2.0,100.0,84.0,59.0,102.0,85.0,47.0,86.0,86.0,98.0,55.0,73.0
2.0,13.0,16.0,23.0,11.0,17.0,8.0,22.0,36.0,46.0,76.0,126.0
3.0,49.0,56.0,195.0,245.0,195.0,42.0,32.0,13.0,8.0,12.0,11.0
50.0,36.0,74.0,89.0,95.0,79.0,129.0,66.0,51.0,49.0,44.0,20.0
54.0,56.0,102.0,131.0,112.0,65.0,23.0,10.0,6.0,7.0,10.0,2.0
66.0,80.0,134.0,172.0,284.0,81.0,54.0,36.0,21.0,12.0,5.0,6.0
6.0,16.0,11.0,11.0,32.0,11.0,30.0,22.0,30.0,28.0,51.0,49.0
69.0,54.0,79.0,112.0,175.0,99.0,124.0,66.0,70.0,30.0,18.0,8.0
6.0,7.0,5.0,8.0,17.0,11.0,20.0,25.0,28.0,63.0,57.0,47.0
32.0,21.0,50.0,42.0,70.0,41.0,122.0,70.0,86.0,61.0,65.0,41.0
5.0,15.0,18.0,7.0,54.0,26.0,52.0,35.0,18.0,46.0,52.0,45.0
8.0,57.0,121.0,172.0,242.0,216.0,70.0,40.0,50.0,36.0,28.0,51.0
2.0,22.0,52.0,63.0,75.0,152.0,31.0,32.0,42.0,57.0,109.0,76.0
3.0,60.0,102.0,131.0,194.0,194.0,34.0,23.0,13.0,17.0,20.0,15.0
13.0,12.0,20.0,13.0,31.0,6.0,21.0,15.0,30.0,79.0,110.0,70.0
2.0,80.0,161.0,182.0,190.0,122.0,20.0,10.0,17.0,16.0,11.0,8.0
1.0,35.0,93.0,105.0,112.0,98.0,25.0,10.0,13.0,17.0,39.0,27.0
1.0,65.0,143.0,167.0,185.0,211.0,42.0,28.0,17.0,8.0,18.0,31.0
2.0,28.0,54.0,42.0,50.0,35.0,47.0,36.0,52.0,73.0,75.0,31.0
1.0,21.0,35.0,21.0,16.0,15.0,51.0,64.0,88.0,85.0,64.0,75.0
6.0,57.0,85.0,73.0,137.0,197.0,57.0,54.0,47.0,52.0,66.0,45.0
5.0,21.0,45.0,44.0,42.0,21.0,52.0,57.0,36.0,78.0,59.0,40.0
1.0,65.0,147.0,199.0,279.0,152.0,45.0,31.0,39.0,32.0,37.0,69.0
1.0,57.0,79.0,123.0,117.0,123.0,41.0,28.0,50.0,52.0,69.0,42.0
1.0,69.0,127.0,144.0,264.0,134.0,73.0,55.0,39.0,25.0,23.0,21.0
6.0,85.0,112.0,127.0,190.0,104.0,327.0,231.0,179.0,110.0,56.0,34.0
1.0,25.0,26.0,12.0,23.0,22.0,30.0,31.0,56.0,98.0,126.0,74.0
7.0,37.0,59.0,68.0,74.0,31.0,55.0,49.0,34.0,45.0,51.0,22.0
5.0,40.0,41.0,46.0,108.0,63.0,103.0,52.0,73.0,44.0,21.0,23.0
1.0,16.0,36.0,37.0,44.0,34.0,61.0,44.0,42.0,69.0,65.0,15.0
2.0,76.0,131.0,109.0,148.0,40.0,73.0,31.0,22.0,22.0,8.0,11.0
2.0,12.0,12.0,15.0,20.0,12.0,13.0,16.0,25.0,51.0,79.0,88.0
8.0,42.0,88.0,81.0,74.0,30.0,102.0,98.0,84.0,47.0,31.0,17.0
2.0,52.0,78.0,68.0,49.0,26.0,70.0,66.0,73.0,49.0,51.0,45.0
5.0,21.0,36.0,32.0,50.0,39.0,128.0,124.0,108.0,110.0,54.0,32.0
2.0,76.0,115.0,152.0,155.0,104.0,143.0,89.0,76.0,54.0,30.0,21.0
1.0,27.0,66.0,69.0,68.0,70.0,15.0,17.0,10.0,18.0,17.0,16.0
1.0,7.0,13.0,10.0,17.0,10.0,16.0,20.0,32.0,70.0,55.0,60.0
1.0,31.0,60.0,70.0,70.0,41.0,63.0,54.0,66.0,46.0,25.0,31.0
3.0,5.0,5.0,6.0,12.0,15.0,16.0,11.0,12.0,50.0,65.0,36.0
26.0,50.0,70.0,110.0,70.0,112.0,70.0,69.0,63.0,56.0,37.0,31.0
42.0,57.0,84.0,108.0,104.0,16.0,13.0,28.0,31.0,52.0,30.0,25.0
45.0,71.0,73.0,115.0,221.0,42.0,22.0,37.0,42.0,37.0,36.0,57.0
5.0,6.0,5.0,15.0,16.0,16.0,11.0,21.0,50.0,60.0,39.0,66.0
61.0,90.0,100.0,124.0,73.0,90.0,80.0,63.0,41.0,50.0,22.0,10.0
42.0,70.0,78.0,85.0,52.0,64.0,50.0,47.0,81.0,94.0,45.0,31.0
68.0,85.0,84.0,136.0,47.0,70.0,44.0,27.0,35.0,34.0,18.0,20.0
20.0,35.0,41.0,55.0,66.0,100.0,68.0,60.0,60.0,65.0,44.0,97.0
11.0,27.0,30.0,37.0,42.0,22.0,16.0,21.0,50.0,95.0,114.0,68.0
2.0,26.0,31.0,37.0,26.0,20.0,15.0,13.0,11.0,11.0,16.0,2.0
2.0,57.0,147.0,204.0,56.0,54.0,70.0,50.0,40.0,41.0,45.0,42.0
3.0,52.0,41.0,71.0,55.0,36.0,22.0,16.0,10.0,10.0,8.0,3.0
5.0,73.0,184.0,195.0,89.0,89.0,128.0,99.0,61.0,66.0,66.0,28.0
2.0,37.0,86.0,99.0,37.0,36.0,30.0,21.0,26.0,40.0,41.0,26.0
6.0,59.0,103.0,119.0,59.0,57.0,46.0,34.0,17.0,23.0,16.0,18.0
13.0,118.0,136.0,223.0,146.0,83.0,107.0,47.0,35.0,52.0,54.0,39.0
2.0,18.0,50.0,51.0,40.0,28.0,31.0,47.0,22.0,40.0,30.0,25.0
3.0,42.0,84.0,127.0,57.0,37.0,36.0,31.0,13.0,23.0,25.0,17.0
5.0,63.0,132.0,146.0,63.0,64.0,60.0,52.0,51.0,37.0,60.0,51.0
3.0,49.0,146.0,187.0,108.0,54.0,56.0,36.0,25.0,20.0,18.0,18.0
2.0,34.0,37.0,35.0,20.0,20.0,11.0,11.0,5.0,5.0,10.0,5.0
2.0,39.0,86.0,123.0,63.0,83.0,52.0,55.0,31.0,28.0,25.0,31.0
2.0,56.0,110.0,137.0,34.0,47.0,37.0,22.0,27.0,15.0,35.0,7.0
1.0,40.0,44.0,88.0,31.0,36.0,37.0,31.0,18.0,26.0,28.0,21.0
1.0,39.0,65.0,100.0,34.0,60.0,42.0,21.0,20.0,35.0,39.0,23.0
2.0,71.0,98.0,123.0,57.0,52.0,35.0,46.0,22.0,25.0,23.0,10.0
1.0,22.0,23.0,40.0,18.0,13.0,12.0,5.0,3.0,11.0,7.0,8.0
2.0,49.0,70.0,88.0,51.0,21.0,27.0,20.0,8.0,23.0,18.0,17.0
1.0,36.0,86.0,129.0,49.0,59.0,69.0,70.0,63.0,74.0,49.0,59.0
1.0,18.0,23.0,18.0,20.0,2.0,2.0,3.0,1.0,3.0,6.0,1.0
2.0,59.0,64.0,76.0,57.0,32.0,27.0,20.0,21.0,15.0,16.0,12.0
1.0,28.0,39.0,65.0,35.0,55.0,35.0,23.0,17.0,28.0,23.0,27.0
3.0,27.0,61.0,114.0,32.0,25.0,27.0,25.0,16.0,11.0,18.0,20.0
